Site;Context;Horizon;Parts;MaxTh;MinTh;RimAngle;RimType;Diameter;Temper;Burnish;Slip;Motif1;Loc1;Motif2;Loc2;Motif3;Loc3;Motif4;Loc4;Type;;
TOG2;50;E;lnu;14;11;6;E90;34;32;int;;ch;int;plain;n;vpr;u;;;;;
TOG2;50;E;lnu;15;13;6;E90;32;32;;;plain;ln + int;rough;u;;;;;mrk e;;
TOG2;50;E;lnu;15;14;6;L3;36;32;;;plain;ln + int;rough;u;;;;;mrk e;;
TOG2;50;E;lnu;13;13;6;E90;40;32;l + int;l + int;plain;u;;;;;;;;;
TOG2;50;E;lnu;10;9;6;E90;36;32;;;plain;lnu;;;;;;;;;
TOG2;50;E;lnum;9;7;3;N14;10;32;;;;;;;;;;;;;
TOG2;32;E;b;;17;;B5;9;32;;;;;;;;;;;;;
TOG2;32;E;lnu;11;10;6;E90;18;32;;;rough;u;;;;;;;;;
TOG2;32;E;lc;13;11;;N13;10;32;lc + int;lc + int;ch;l;;;;;;;;;
TOG2;32;E;l;11;;;N13;8;32;l;l;;;;;;;;;;;
TOG2;28;E;lnu;16;14;1;S1;18;32;ln;ln;ch;l;cr4;u;p-r;u;;;;;
TOG2;28;E;lnu;14;9;2;S1;26;32;ln;ln;ch;l;cr4;u;p-r;u;;;;;
TOG2;28;E;lnu;12;8;3;S1;22;32;l + int;l + int;ch;lint;ch;l;p-r-l;n;cr4;nu;;;
TOG2;28;E;lnu;;20;5/6;S1;31;32;int;int;cr4;u;;;;;;;;;
TOG2;28;E;lnu;12;13;6;L3;28;32;;;;;;;;;;;;;
TOG2;28;E;lnu;12;10;3;N7;26;32;l + int;l + int;p-r-l;n;cr4;u;p-r-l;u;p-w;u;;;
TOG2;28;E;lc;16;;;N13;9;32;lc;lc;ch;lc;;;;;;;;;
TOG2;28;E;lnu;16;8;2;XY3;;32;l;ln;cr4;u;;;;;;;mrk a;;
TOG2;37;E;b;;18;;B;;32;;;cr4;b;;;;;;;;;
TOG2;37;E;lnu;10;8;2;S1;17;32;int;int;p-r-l;n;;;;;;;;;
TOG2;37;E;lnu;11;8;2;S1;17;32;int;int;p-r-l;n;p-r-l;u;;;;;;;
TOG2;37;E;lnu;21;13;2;XY;;32;l;l;p-r-l;n;cr4;u;;;;;mrk a;;
TOG2;37;E;lnu;25;10;1;XY2;24;32;l;l;cr;u;;;;;;;mrk a;;
TOG2;37;E;lnu;;12;5;F2;9;32;;;;;;;;;;;;;
TOG2;50;E;b;;10;;B5;7;32;;;;;;;;;;;;;
TOG2;50;E;b;;8;;B7;10;32;b;b;rso;b;;;;;;;;;
TOG2;50;E;nu;;9;1;collared;9;32;nu;nu;rso;nu;;;;;;;;;
TOG2;50;E;lnu;18;16;2;S1;31;32;;l;ch;n;vpr;u;;;;;;;
TOG2;50;E;lnu;16;13;3;S1;37;32;;l;ch;n;cr4;u;;;;;;;
TOG2;50;E;ln;20;12;1;XY3;32;32;ln;ln;ch;l;p-r-l;n;;;;;mrk a;;
TOG2;50;E;lnu;18;15;3;S1;30;32;;;ch;n;vpr;u;;;;;ps-iii;;
TOG2;50;E;lnu;14;10;1;S1;23;32;lnu;lnu;rso;lnu;pa4;u;mch;u;;;;;
TOG2;50;E;lc;13;;;N13;10;32;lc + int;lc + int;rso;lc + int;ch;l;;;;;;;
TOG2;50;E;nu;15;9;;XY3;;32;n;n;rso;n;vpr;u;;;;;mrk a;;
TOG2;50;E;nu;15;9;2;XY3;;32;;n;cr4;u;;;;;;;mrk a;;
TOG2;50;E;nu;25;10;1;XY3;;32;n;n;cr4;u;blackened;u;;;;;mrk a;;
TOG2;50;E;lnu;12;10;6;E90;24;32;n;ln;ch;u;vpr;u;;;;;;;
TOG2;50;E;lnu;9;9;6;E90;;32;;;cr4;u;;;;;;;;;
TOG2;50;E;lnu;13;11;6;E90;28;32;;;rough;u;;;;;;;mrk e;;
TOG2;50;E;lnu;8;14;6;E90;22;32;;ln + int;cr4;u;;;;;;;;;
TOG2;50;E;lnu;8;13;6;E90;32;32;;;rough;u;;;;;;;mrk e;;
TOG2;43;E;lnum;28;10;2;XY2;21;32;l;l;cr4;um;;;;;;;ps-vi;;
TOG2;43;E;lnum;8;4;1;S1;7;32;lnu;lnu;ch;lnu;p-r-waves;u;si1;u;p-r-l;m;;cr4;um
TOG2;43;E;lnu;11;8;6;E90;19;32;;;rough;nu;cr4;u;;;;;;;
TOG2;43;E;lnu;21;10;2;XY3;20;32;l;l;p-r-l;n;ch;l;cr4;u;;;mrk a;;
TOG2;43;E;lnum;11;7;4;S1;20;32;l + int;l + int;rso;l + int;rough;u;cr4;m;;;;;
TOG2;43;E;lnu;25;12;2;XY2;20;32;l;;cr4;u;;;;;;;ps-vi;;
TOG2;34;E;lnu;25;11;2;XY2;28;32;l;l;ch;l;p-r-l;n;cr4;u;;;ps-vi;;
TOG2;34;E;nu;17;6;2;XY;;32;l;l;cr4;u;;;;;;;;;
TOG2;34;E;lnu;23;14;;XY3;28;32;l;l;ch;l;pp-r-l;n;cr4;u;;;mrk a;;
TOG2;34;E;lnu;14;12;3;S1;;32;ln;ln;ch;n;erod;u;;;;;;;
TOG2;34;E;lnu;15;11;2;S1;;32;ln;ln;ch;l;ch;u;cr4;u;;;;;
TOG2;34;E;lnu;15;11;3;S1;30;32;ln;ln;cr4;u;;;;;;;;;
TOG2;34;E;ln;10;7;1;S1;7;32;ln;ln;ch;l;;;;;;;;;
TOG2;34;E;lnu;14;10;2;S1;29;32;lnu;lnu;ch;l;;;;;;;;;
TOG2;34;E;lnu;10;12;4;S1;23;32;int;l + int;;;;;;;;;;;
TOG2;34;E;lc;11;;;N13;;32;lc;lc;ch;l;;;;;;;;;
TOG2;34;E;lcn;11;;;N13;9;32;lcn;lcn;ch;l;ch;n;;;;;;;
TOG2;34;E;lc;15;;;N13;9;32;lc;lc;ch;l;;;;;;;;;
TOG2;34;E;lnu;10;12;4;S1;38;32;l + int;l + int;rso;l + int;;;;;;;;;
TOG2;34;E;lnum;11;7;4;S1;;32;l + int;l + int;p-r-l;u;cr4;m;;;;;;;
TOG2;34;E;lnu;16;15;;S9;;32;l;l;cr4;;;;;;;;;;
TOG2;34;E;lnum;12;12;2;S1;15;32;;int;plain;ln;rough;um;;;;;;;
TOG2;34;E;lnu;11;10;4/6;E90;23;32;;;plain;lc + int;rough;u;;;;;;;
TOG2;34;E;lnu;12;10;6;L2;;32;;;plain;lnu + int;rough;u;;;;;;;
TOG2;34;E;lnu;11;12;6;L3;28;32;;;plain;ln + int;rough;u;;;;;;;
TOG2;34;E;lnu;11;11;4;N7;30;32;;;plain;int;rough;nu;;;;;;;
TOG2;34;E;lnu;23;20;1;S1;;32;;;cr4;u;;;;;;;;;
TOG2;34;E;lnu;11;12;6;E90;30;32;;;plain;ln + int;;;;;;;;;
TOG2;34;E;lnu;10;8;4/6;E90;24;32;int;int;p-r;ln;rough;u;;;;;;;
TOG2;34;E;lnu;13;12;3;S1;22;32;lnu;lnu;rso;lnu;;;;;;;;;
TOG2;34;E;b;;9;;B;;32;int;int;rso;int;vpr;si4;;;;;;;
TOG2;34;E;lnu;17;16;2;N8;;32;l;l;rso;l;erod;n;;;;;;;
TOG2;34;E;nu;10;8;;;;32;n;n;cr4;u;;;;;;;;;
TOG2;31;E;lnu;19;11;2;XY3;;32;l;l;p-r-l;n;cr4;u;;;;;mrk a;;
TOG2;31;E;lnu;26;10;1;XY2;21;32;l;l;cr4;u;;;;;;;;;
TOG2;31;E;lnu;25;12;2;XY1;;32;l;ln;cr4;u;;;;;;;ps-vi;;
TOG2;31;E;lnum;13;10;3;N15;20;32;l + int;ln + int;ch;n int;p-r-geo;um;;;;;;;
TOG2;31;E;nu;22;9;;XY;;32;l;l;cr4;u;;;;;;;;;
TOG2;31;E;nu;20;8;;XY;;32;;;p-r-l;n;cr4;u;;;;;;;
TOG2;31;E;lnu;17;11;1;XY1;25;32;erod;ln;p-r;u;cr4;u;;;;;ps-vi;;
TOG2;31;E;lnu;17;9;2;XY3;;32;l;l;vpr;u;;;;;;;;;
TOG2;31;E;b;;11;;B5;11;32;;;;;;;;;;;;;
TOG2;31;E;b;;7;;B5;13;32;;;;;;;;;;;;;
TOG2;31;E;b;;;;B7;16;32;b;b;;;;;;;;;;;
TOG2;31;E;lnum;13;12;4;S1;18;32;l + int;l + int;cr4;um;si4;um;p-rw-geo;um;;;;;
TOG2;31;E;lnu;25;25;1;S1;;32;;;cr4;u;;;;;;;;;
TOG2;31;E;lnu;12;11;3;S1;;32;ln;ln;ch;u;cr4;u;;;;;;;
TOG2;31;E;l;9;9;1;S1;26;32;l;l;;;;;;;;;;;
TOG2;31;E;lu;19;9;;XY;;32;l;l;cr4;u;;;;;;;;;
TOG2;31;E;lnu;9;10;4;S1;18;32;ln + int;ln + int;ch;n;p-w-geo;nu;cr;u;si4;u;;;
TOG2;31;E;ln;17;;3;S1;20;32;ln;ln;ch;l;;;;;;;;;
TOG2;31;E;lnum;11;9;4;E10;28;32;ln + int;ln + int;p-r-geo;nu;rough;u;cr4;m;;;;;
TOG2;49;E;lnu;16;8;2;C1;;32;;l;ch;l;notches;n;blackened;u;;;;;
TOG2;49;E;lnu;18;7;2;C1;;32;;;ch;l;vpr;u;;;;;;;
TOG2;49;E;lnu;18;16;3;S9;40;32;l;l;ch;n;cr4;u;;;;;;;
TOG2;49;E;lnu;14;10;6;E90;30;32;;;cr4;u;;;;;;;;;
TOG2;49;E;lnu;16;13;6;E90;28;32;;;vpr;u;;;;;;;;;
TOG2;49;E;lnu;10;11;6;E90;;;;;plain;ln + int;rough;u;;;;;mrk e;;
TOG2;49;E;b;;10;;B5;;32;;;cr;m;;;;;;;;;
TOG2;49;E;lnu;13;12;3;S1;34;32;ln;ln;cr;u;;;;;;;;;
TOG2;37;E;lnu;15;14;1;N8;34;32;;;ch;n;cr4;u;;;;;;;
TOG2;37;E;lnu;29;22;2;;;32;l;l;ch;n;cr4;u;;;;;;;
TOG2;37;E;lu;28;;1;S1;;32;;u;cr4;u;;;;;;;;;
TOG2;37;E;lnum;9;9;6;E90;24;32;;;plain;ln + int;rough;u;cr;m;;;mrk e;;
TOG2;37;E;lnu;15;12;2;S9;23;32;ln;lnu;ch;l;ch;n;cr4;u;;;;;
TOG2;37;E;lnu;16;13;6;L2;30;32;;ln + int;rough;u;;;;;;;;;
TOG2;37;E;lnu;17;7;2;XY2;13;32;;;erod;l;cr4;u;;;;;;;
TOG2;37;E;lnu;16;9;2;N8;;32;ln;ln;ch;l;ch;n;cr4;u;;;mrk b;;
TOG2;37;E;lnu;16;10;1;S1;22;32;l;l;cr4;nu;;;;;;;;;
TOG2;37;E;lc;11;;;BT4;3;32;lc;lc;rso;lc;ch;l;;;;;;;
TOG2;37;E;ln;15;11;1;S1;18;32;ln;ln;rso;ln;ch;l;;;;;;;
TOG2;37;E;lnu;13;10;4;E10;23;32;l + int;l + int;p-r-l;n;cr4;nu;;;;;;;
TOG2;37;E;cnu;13;9;3;;20;32;;;plain;cnu;;;;;;;;;
TOG2;37;E;lnu;11;11;6;E90;28;32;;;plain;l + int;rough;u;;;;;mrk e;;
TOG2;37;E;lnu;10;6;6;E90;23;32;;;plain;l + int;rough;u;;;;;mrk e;;
TOG2;37;E;lnu;13;11;4;S1;34;32;ln + int;ln + int;vpr;u;si4;u;;;;;;;
TOG2;37;E;ln;26;11;1;XY2;20;32;l;l;;;;;;;;;;;
TOG2;37;E;cn;16;15;1;BT;7;32;c;c;rso;c;;;;;;;;;
TOG2;37;E;lnu;12;11;3;S1;14;32;l;ln;cr;u;;;;;;;;;
TOG2;37;E;lnu;24;13;2;XY1;24;32;l;l;p-r-l;n;cr4;u;;;;;ps-vi;;
TOG2;37;E;lnu;12;11;5/6;S1;30;32;lnu + int;lnu + int;rso;lnu + int;mch u;;;;;;;;
TOG2;37;E;lnu;20;11;2;XY3;;32;l;ln;rso;l;vpr;u;;;;;mrk a;;
TOG2;37;E;lc;12;10;;E57;;32;lc;lc;rso;lc;;;;;;;;;
TOG2;37;E;ln;15;13;2;N8;;32;ln;ln;ch;l;ch;n;p-w-l;n;;;mrk b;;
TOG2;37;E;lnu;8;11;4;E9;24;32;;;plain;ln + int;rough;u;;;;;mrk e;;
TOG2;37;E;lnu;13;12;5;S1;45;32;int;int;plain;ln;rough;u;ch;ln int;;;;;
TOG2;44;E;lnu;10;8;6;E90;;32;;;plain;ln;rough;u;;;;;mrk e;;
TOG2;44;E;lnu;14;13;6;L3;22;32;;;plain;ln;rough;u;;;;;mrk e;;
TOG2;44;E;lnu;14;11;6;L2;24;32;;;plain;ln;rough;u;;;;;mrk e;;
TOG2;44;E;lnu;13;12;4;S1;34;32;int;int;rso;int;ch;l;;;;;;;
TOG2;44;E;lnu;11;10;4/6;S1;30;32;l + int;l + int;ch;int;P-w-l;n;P-w-c;u;;;;;
TOG2;44;E;b;15;13;;B5;11;32;;;;;;;;;;;;;
TOG2;44;E;b;15;11;;B5;6;32;;;;;;;;;;;;;
TOG2;44;E;b;13;12;;B5;6;32;b int;b int;rso;b int;;;;;;;;;
TOG2;44;E;lnu;15;10;1;N8;34;32;ln;ln;ch;u;cr4;u;;;;;mrk b;;
TOG2;44;E;lnu;13;10;3;N8;;32 + laterite;ln;ln;ch;u;vpr;u;;;;;mrk b;;
TOG2;44;E;lnu;20;19;2;N8;45;31;ln;ln;ch;u;cr6;u;;;;;mrk b;;
TOG2;44;E;lnu;23;20;3;N8;32;32;ln;ln;ch;n;vpr;u;;;;;mrk b;;
TOG2;44;E;lnu;21;18;2;N8;40;31;erod;erod;ch;u;vpr;u;;;;;mrk b;;
TOG2;44;E;lnu;16;12;1;S1;21;32;ln;ln;ch;u;cr4;u;;;;;mrk h;;
TOG2;44;E;lc;10;9;;E57;12;32;to;to;rso;lc;ch;l;;;;;;;
TOG2;44;E;lc;11;8;;E57;7;32;t/o;t/o;rso;lc;;;;;;;;;
TOG2;44;E;lnum;25;10;2;XY2;24;32 + laterite;ln;ln;rso;ln;plain;n;cr2;um;;;mrk g;;
TOG2;44;E;nu;12;9;2;XY;;32;n;n;rso;n;vpr;u;;;;;;;
TOG2;44;E;lnu;15;7;1;XY3;31;32;ln;ln;rso;ln;vpr;u;;;;;Ps-vii;;
TOG2;44;E;lnu;19;9;2;XY3;32;32;ln;lnu;rso;ln;ch;l;P-w-l;l;vpr;u;Ps-vii;;
TOG2;44;E;lnu;17;11;1;XY3;24;32;ln;ln;rso;ln;vpr;u;;;;;Ps-vii;;
TOG2;44;E;lnum;11;7;3;S1;20;32;ln;ln;mch;n;vpr;um;;;;;;;
TOG2;44;E;lnu;19;10;3;S1;21;32;ln;ln;rso;ln;vpr;um;;;;;;;
TOG2;44;E;lnu;10;8;3;N7;16;31;ln;;black burn;ln;ch;u;cr4;u;;;;;
TOG2;44;E;ln;11;8;4;S1;;32;ln;ln;rso;ln;ch;l;P-w-l;l;;;;;
TOG2;38;E;b;13;10;;B5;8;32;;;cr4;b;;;;;;;;;
TOG2;38;E;nu;21;12;;XY;;32;n;n;si4;u;cr;u;;;;;;;
TOG2;38;E;lnu;12;9;6;E90;;32;;;plain;ln;;;;;;;mrk e;;
TOG2;38;E;lnu;11;9;6;E90;26;32;;;plain;ln;rough;u;;;;;mrk e;;
TOG2;38;E;ln;19;13;1;N8;42;31;ln;ln;rso;ln;;;;;;;;;
TOG2;38;E;lnu;12;10;4;S1;18;31;int;l + int;rso;int;cr4;u;;;;;;;
TOG2;50 concentration;E;lnu;11;9;6;E90;28;31;;;plain;ln;rough;u;;;;;mrk e;;
TOG2;50 concentration;E;lnu;23;9;1;XY4;30;32;l;l;P-r-l;n;cr4;u;;;;;Ps-vi;;
TOG2;50 concentration;E;lnu;23;9;1;XY1;;32;l;l;P-r-figure?;nu;cr4;u;;;;;;;
TOG2;50 concentration;E;lnu;13;10;2;N8;21;32 + laterite;ln;lnu;ch;n;cr4;u;;;;;mrk b;;
TOG2;50 concentration;E;ln;11;8;1;S1;9;31;ln;ln;rso;ln;ch;l;ch;n;P-w-l;n;Ps-vi;;
TOG2;41;E;lnu;13;6;1;XY4;20;31;l;l;P-r-l;n;cr4;u;;;;;;;
TOG2;42;E;lnu;15;12;2;N8;31;32;ln;ln;ch;n;vpr;u;;;;;mrk b;;
TOG2;42;E;lnu;21;15;3;N8;30;32 + laterite;;;plain;ln;rough;u;;;;;;;
TOG2;42;E;lc;14;10;3;BT;12;32;t/o;t/o;rso;lc;mch;c;;;;;;;
TOG2;42;E;lc;14;12;3;BT;11;31;t/o;t/o;rso;lc;mch;c;;;;;;;
TOG2;42;E;b;16;12;;B5;7;32 + laterite;;;cr;b;;;;;;;;;
TOG2;42;E;b;14;11;;B5;7;31;;;;;;;;;;;;;
TOG2;42;E;lnu;10;9;6;E90;26;31;;;plain;ln;rough;u;;;;;mrk e;;
TOG2;42;E;lnum;10;6;6;E90;26;31;;;plain;ln;rough;u;cr4;m;;;mrk e;;
TOG2;42;E;lnu;14;12;6;E90;24;32 + laterite;;;plain;ln;rough;u;;;;;mrk e;;
TOG2;42;E;lnu;22;9;2;XY;;32;l;l;P-r-l;n;cr4;u;;;;;;;
TOG2;42;E;lnum;12;10;2;XY3;17;32 + laterite;l;l;cr6;um;;;;;;;;;
TOG2;42;E;lnu;25;9;1;XY3;;32 + laterite;ln;ln;mch;l;cr6;u;si4;u;;;;;
TOG2;42;E;lnu;22;20;2;;;32;;ln;cr4;u;;;;;;;;;
TOG2;42;E;lnu;24;11;2;XY2;;32;ln;ln;cr2;u;;;;;;;;;
TOG2;34;E;nu;15;10;2;N8;;32;n;n;rough;u;;;;;;;;;
TOG2;34;E;lnu;18;15;2;N8;;32;;;ch;n;rough;u;;;;;;;
TOG2;34;E;lnu;22;18;2;N8;;32 + laterite;;;ch;n;vpr;u;;;;;;;
TOG2;34;E;nu;20;16;2;N8;;31;n;n;ch;n;vpr;u;;;;;;;
TOG2;34;E;lnu;15;12;2;S7;38;32;ln;ln;cr4;u;;;;;;;;;
TOG2;34;E;lnu;14;8;1;N8;;32;ln;ln;cr4;u;;;;;;;;;
TOG2;34;E;lnu;14;8;4;N14;26;32;ln + int;ln + int;ch;n int;;;;;;;;;
TOG2;34;E;lnu;12;9;4;N14;22;31;ln + int;ln + int;rso;ln + int;;;;;;;;;
TOG2;34;E;cn;14;11;1;E57;7;32;Cn + int;Cn + int;rso;cn;ch;n;;;;;;;
TOG2;34;E;lc;13;;;N3;6;32;lc + int;lc + int;rso;lc + int;;;;;;;;;
TOG2;34;E;lnu;30;15;2;S9;40;32 + laterite;;;ch;n;cr4;u;;;;;;;
TOG2;34;E;lnu;13;12;6;E90;30;31;;;plain;ln;;;;;;;;;
TOG2;34;E;lnu;11;12;6;E90;16;31;l + int;l + int;plain;lnu;;;;;;;;;
TOG2;34;E;lnu;13;11;6;E90;42;31;;;plain;ln;rough;u;;;;;mrk e;;
TOG2;34;E;lnu;15;13;2;S1;40;32;ln;ln;cr;u;;;;;;;;;
TOG2;34;E;lnu;11;13;6;L3;36;31;l + int;l + int;rough;u;;;;;;;;;
TOG2;34;E;lnu;12;10;6;E90;26;31;;;plain;ln;rough;u;;;;;mrk e;;
TOG2;34;E;lnum;14;11;6;L3;20;32;int;;plain;ln;rough;u;vpr;m;;;;;
TOG2;34;E;b;;;;B5;5;31;;;;;;;;;;;;;
TOG2;34;E;lu;13;9;2;S1;;32;l;l;erod;n;P-r-l;n;cr4;u;;;poss broken y-rim;;
TOG2;34;E;lnu;22;6;1;XY4;19;31;ln;ln;cr4;u;P-r-l;u;;;;;;;
TOG2;34;E;lnu;15;8;1;XY3;20;32;ln;ln;P-r-l;n;cr4;u;P-r-geo;u;;;;;
TOG2;34;E;lnu;18;12;1;XY3;23;31;ln;ln;vpr;u;;;;;;;;;
TOG2;34;E;nu;21;8;2;XY3;;32;n;n;P-r-l;n;cr?;u;;;;;;;
TOG2;45;E;lnu;29;24;1;S1;28;32 + laterite;l;l;ch;n;cr4;u;;;;;;;
TOG2;45;E;lnu;16;11;2;S9;36;31;ln;ln;ch;n;vpr;u;;;;;;;
TOG2;45;E;lc;11;;;E57;13;32;lc;lc + int;rso;lc;;;;;;;;;
TOG2;45;E;lc;12;;;E57;11;32;lc;lc + int;rso;lc;mch;l;ch;c;;;;;
TOG2;45;E;lnu;14;12;6;E90;27;31;l + int;l + int;plain;ln;rough;u;;;;;;;
TOG2;45;E;lnu;14;13;6;E90;35;32;;;plain;ln;rough;u;;;;;mrk e;;
TOG2;45;E;lnu;8;8;6;E90;20;32;;;plain;ln;rough;u;;;;;;;
TOG2;45;E;lnu;10;9;4;N7;;31;l + int;l + int;ch;l int;P-w-l;l int;;;;;;;
TOG2;45;E;l;14;;1;XY;20;31;l;l;ch;l;;;;;;;;;
TOG2;45;E;lc;11;;;E57;;32;lc + int;lc + int;rso;lc + int;;;;;;;;;
TOG2;45;E;b;;;;B5;9;32;;;;;;;;;;;;;
TOG2;45;E;l;11;;1;S1;18;32;l;l;rso;l;ch;l;;;;;;;
TOG2;45;E;ln;11;10;3;N12;20;31;l + int;l + int;ch;n;;;;;;;;;
TOG2;45;E;lnu;21;13;2;XY3;;32;l;;vpr;u;;;;;;;;;
TOG2;45;E;lnu;21;9;2;XY3;;32;l;l;vpr;u;;;;;;;;;
TOG2;45;E;lnum;9;8;2;E8;15;32 + laterite;lnu;lnu;pa3;u;vpr;m;ch;l;;;;;
TOG2;45;E;lnu;22;10;2;XY3;;32;ln;lnu;vpr;u;;;;;;;;;
TOG2;45;E;nu;21;7;2;XY;;32;;n;cr4;u;;;;;;;;;
TOG2;45;E;lnu;22;11;1;XY1;24;32;l;l;P-r;nu;cr4;u;;;;;;;
TOG2;42 concentration;E;lnum;11;13;6;E90;34;31;;;plain;ln;rough;um;;;;;;;
TOG2;42 concentration;E;lnu;11;9;6;E90;22;32 + laterite;;;plain;ln;cr4;u;;;;;;;
TOG2;42 concentration;E;lnum;11;11;4;S1;19;32;;ln + int;rough;um;;;;;;;;;
TOG2;42 concentration;E;lnu;12;11;6;E90;24;32 + laterite;;;plain;ln;rough;u;;;;;mrk e;;
TOG2;42 concentration;E;lc;15;;;E57;13;31;lc + int;lc + int;rso;lc + int;ch ;lc;;;;;;;
TOG2;42 concentration;E;lc;12;;;E57;9;32 + laterite;lc + int;lc + int;rso;lc + int;ch;lc;;;;;;;
TOG2;42 concentration;E;lnu;25;16;2;S14;32;32;;l;ch;n;cr4;u;;;;;;;
TOG2;42 concentration;E;lnu;17;15;2;S1;41;32;;l;ch;n;cr4;u;;;;;;;
TOG2;42 concentration;E;lnu;15;9;2;XY3;19;32 + laterite;ln;ln;cr6;u;;;;;;;;;
TOG2;42 concentration;E;lnu;18;10;2;XY3;12;32 + laterite;;ln;cr4;u;;;;;;;;;
TOG2;42 concentration;E;lnu;18;11;2;XY3;14;32;;ln;;;;;;;;;;;
TOG2;42 concentration;E;lnu;17;6;2;XY3;22;32;ln;ln;vpr;u;;;;;;;;;
TOG2;42 concentration;E;l;11;;1;S1;22;32;l;l;;;;;;;;;;;
